,sentID.BTEC,split,lang,sent,sent_kuwaiti_GPT_Translated,sent_kuwaiti,Type (B/H),Translator Initials,sent_kuwaiti_punctuation_removed,sent_punctuation_removed,sent_kuwaiti_punctuation_removed_and_tashkeel,sent_punctuation_removed_and_tashkeel,sent_kuwaiti_punctuation_removed_and_tashkeel_and_normlaized,sent_punctuation_removed_and_tashkeel_and_normlaized
6700,11239,corpus-6-train,MSA,"كان الازدحام المروري فظيعاً في منطقة أتسوجي , أليس كذلك ؟",الزحمة كانت عجيبة في منطقة أتسوجي، مو جذي؟,الزحمة كانت عجيببة في منطقة أتسوجي، مو جذي؟,H,M,الزحمة كانت عجيببة في منطقة أتسوجي مو جذي,كان الازدحام المروري فظيعا في منطقة أتسوجي  أليس كذلك ,الزحمة كانت عجيببة في منطقة أتسوجي مو جذي,كان الازدحام المروري فظيعا في منطقة أتسوجي  أليس كذلك ,الزحمه كانت عجيببه في منطقه اتسوجي مو جذي,كان الازدحام المروري فظيعا في منطقه اتسوجي  اليس كذلك 
6701,11240,corpus-6-test-corpus-26-train,MSA,هل لديكم أوشحة حريرية ؟ إنني أبحث عن هدية لزوجتي .,عندكم شيلان حرير؟ أدور على هدية لزوجتي.,عندكم شيلات حرير؟ قاعده أدورعلى هدية حق زوجتي.,H,M,عندكم شيلات حرير قاعده أدورعلى هدية حق زوجتي,هل لديكم أوشحة حريرية  إنني أبحث عن هدية لزوجتي ,عندكم شيلات حرير قاعده أدورعلى هدية حق زوجتي,هل لديكم أوشحة حريرية  إنني أبحث عن هدية لزوجتي ,عندكم شيلات حرير قاعده ادورعلا هديه حق زوجتي,هل لديكم اوشحه حريريه  انني ابحث عن هديه لزوجتي 
6702,11243,corpus-6-train,MSA,إنها واسعة للغاية .,وايد وسيعة.,هاذي وايد وسيعة.,H,M,هاذي وايد وسيعة,إنها واسعة للغاية ,هاذي وايد وسيعة,إنها واسعة للغاية ,هاذي وايد وسيعه,انها واسعه للغايه 
6703,11244,corpus-6-train,MSA,إن السمكة التي تعنيها هي فوجو . فيها سم زعاف في كبدها ومبايضها .,السمچة اللي تقصدها هي فوجو. فيها سم خطير بكبدها ومبايضها.,السمچة اللي تقصدها هي فوجو. فيها سم خطير في جبدها ومبايضها.,H,M,السمچة اللي تقصدها هي فوجو فيها سم خطير في جبدها ومبايضها,إن السمكة التي تعنيها هي فوجو  فيها سم زعاف في كبدها ومبايضها ,السمچة اللي تقصدها هي فوجو فيها سم خطير في جبدها ومبايضها,إن السمكة التي تعنيها هي فوجو  فيها سم زعاف في كبدها ومبايضها ,السمچه اللي تقصدها هي فوجو فيها سم خطير في جبدها ومبايضها,ان السمكه التي تعنيها هي فوجو  فيها سم زعاف في كبدها ومبايضها 
6704,11246,corpus-6-test-corpus-26-train,MSA,سوف نحضرها الآن . ما هو رقم غرفتك ؟,بنجيبها الحين. شنو رقم غرفتك؟,بنيبها الحين. شنو رقم غرفتك؟,H,M,بنيبها الحين شنو رقم غرفتك,سوف نحضرها الآن  ما هو رقم غرفتك ,بنيبها الحين شنو رقم غرفتك,سوف نحضرها الآن  ما هو رقم غرفتك ,بنيبها الحين شنو رقم غرفتك,سوف نحضرها الان  ما هو رقم غرفتك 
6705,11247,corpus-6-train,MSA,لقد ظننت أن هذا الحفل الموسيقي جيدا فعلاً .,أنا كنت أظن إن هالحفلة الموسيقية زينة صدق.,آنا كنت محسب إن هالحفلة الموسيقية زينة صج .,H,M,آنا كنت محسب إن هالحفلة الموسيقية زينة صج ,لقد ظننت أن هذا الحفل الموسيقي جيدا فعلا ,آنا كنت محسب إن هالحفلة الموسيقية زينة صج ,لقد ظننت أن هذا الحفل الموسيقي جيدا فعلا ,انا كنت محسب ان هالحفله الموسيقيه زينه صج ,لقد ظننت ان هذا الحفل الموسيقي جيدا فعلا 
6706,11250,corpus-6-train,MSA,أين غرفة الأمتعة ؟,وين غرفة الأمتعة؟,وين غرفة الجناط ؟ ,H,M,وين غرفة الجناط  ,أين غرفة الأمتعة ,وين غرفة الجناط  ,أين غرفة الأمتعة ,وين غرفه الجناط  ,اين غرفه الامتعه 
6707,11253,corpus-6-train,MSA,هل يمكن أن ألتقط صورا بالداخل ؟,ممكن أتصوّر داخل؟,ميخالف أتصوّر داخل؟,H,M,ميخالف أتصور داخل,هل يمكن أن ألتقط صورا بالداخل ,ميخالف أتصور داخل,هل يمكن أن ألتقط صورا بالداخل ,ميخالف اتصور داخل,هل يمكن ان التقط صورا بالداخل 
6708,11255,corpus-6-train,MSA,لا أستطيع أن أديرها وحدي .,ما أقدر أديرها بروحي.,ما أقدر أديرها بروحي.,H,M,ما أقدر أديرها بروحي,لا أستطيع أن أديرها وحدي ,ما أقدر أديرها بروحي,لا أستطيع أن أديرها وحدي ,ما اقدر اديرها بروحي,لا استطيع ان اديرها وحدي 
6709,11256,corpus-6-train,MSA,لم أر أبداً مثل هذا المنظر الفسيح .,ما شفت بحياتي منظر وسيع جذي.,ما شفت بحياتي منظر وسيع جذي.,H,M,ما شفت بحياتي منظر وسيع جذي,لم أر أبدا مثل هذا المنظر الفسيح ,ما شفت بحياتي منظر وسيع جذي,لم أر أبدا مثل هذا المنظر الفسيح ,ما شفت بحياتي منظر وسيع جذي,لم ار ابدا مثل هذا المنظر الفسيح 
6710,11257,corpus-6-train,MSA,أريد رؤية ممارس عظم (معالج لعظام الظهر بالضغط) .,أبي أشوف دكتور عظام (معالج للظهر بالضغط).,أبي أشوف مجبر(معالج للظهر بالضغط).,H,M,أبي أشوف مجبرمعالج للظهر بالضغط,أريد رؤية ممارس عظم معالج لعظام الظهر بالضغط ,أبي أشوف مجبرمعالج للظهر بالضغط,أريد رؤية ممارس عظم معالج لعظام الظهر بالضغط ,ابي اشوف مجبرمعالج للظهر بالضغط,اريد رءيه ممارس عظم معالج لعظام الظهر بالضغط 
6711,11258,corpus-6-train,MSA,نعم . لم أشعر بأنني لست على ما يرام منذ حوالي يومين .,ايه. ما حسيت إني مو زين من حوالي يومين.,ايه. ما حسيت إني مو زين من حوالي يومين.,H,M,ايه ما حسيت إني مو زين من حوالي يومين,نعم  لم أشعر بأنني لست على ما يرام منذ حوالي يومين ,ايه ما حسيت إني مو زين من حوالي يومين,نعم  لم أشعر بأنني لست على ما يرام منذ حوالي يومين ,ايه ما حسيت اني مو زين من حوالي يومين,نعم  لم اشعر بانني لست علا ما يرام منذ حوالي يومين 
6712,11259,corpus-6-train,MSA,إنني مصاب بإسهال .,ترجمتها باللهجة الكويتية: عندي إسهال.,فيني إسهال.,H,M,فيني إسهال,إنني مصاب بإسهال ,فيني إسهال,إنني مصاب بإسهال ,فيني اسهال,انني مصاب باسهال 
6713,11260,corpus-6-train,MSA,لماذا يقدم الغداء في الساعة الثالثة ؟,ليش الغدا يقدّم الساعة ثلاث؟,ليش تقدمون الغدا الساعة ثلاث؟,H,M,ليش تقدمون الغدا الساعة ثلاث,لماذا يقدم الغداء في الساعة الثالثة ,ليش تقدمون الغدا الساعة ثلاث,لماذا يقدم الغداء في الساعة الثالثة ,ليش تقدمون الغدا الساعه ثلاث,لماذا يقدم الغداء في الساعه الثالثه 
6714,11263,corpus-6-train,MSA,يوم الجمعة محجوز بالكامل حتى الثامنة والنصف .,يوم الجمعة محجوز بالكامل لين الساعة ثمان ونص.,يوم الجمعة محجوز بالكامل ليما الساعة ثمان ونص.,H,M,يوم الجمعة محجوز بالكامل ليما الساعة ثمان ونص,يوم الجمعة محجوز بالكامل حتى الثامنة والنصف ,يوم الجمعة محجوز بالكامل ليما الساعة ثمان ونص,يوم الجمعة محجوز بالكامل حتى الثامنة والنصف ,يوم الجمعه محجوز بالكامل ليما الساعه ثمان ونص,يوم الجمعه محجوز بالكامل حتا الثامنه والنصف 
6715,11264,corpus-6-test-corpus-26-test,MSA,السيد كوباياشي كان يبحث عنك .,السيد كوباياشي كان يدور عليك.,السيد كوباياشي كان يدور عليك.,H,M,السيد كوباياشي كان يدور عليك,السيد كوباياشي كان يبحث عنك ,السيد كوباياشي كان يدور عليك,السيد كوباياشي كان يبحث عنك ,السيد كوباياشي كان يدور عليك,السيد كوباياشي كان يبحث عنك 
6716,11265,corpus-6-train,MSA,هلا لففتها ، من فضلك ؟,هلا لفيتها، لو سمحت؟,غلفها  لي ، لو سمحت .,H,M,غلفها  لي  لو سمحت ,هلا لففتها  من فضلك ,غلفها  لي  لو سمحت ,هلا لففتها  من فضلك ,غلفها  لي  لو سمحت ,هلا لففتها  من فضلك 
6717,11266,corpus-6-dev,MSA,من فضلك أخبرني بأسماء بعض المطاعم الجيدة .,لو سمحت قولي أسماء بعض المطاعم الزينة.,لو سمحت قوللي أسماء بعض المطاعم الزينة.,H,M,لو سمحت قوللي أسماء بعض المطاعم الزينة,من فضلك أخبرني بأسماء بعض المطاعم الجيدة ,لو سمحت قوللي أسماء بعض المطاعم الزينة,من فضلك أخبرني بأسماء بعض المطاعم الجيدة ,لو سمحت قوللي اسماء بعض المطاعم الزينه,من فضلك اخبرني باسماء بعض المطاعم الجيده 
6718,11267,corpus-6-test-corpus-26-train,MSA,أريد السفر من شنغهاي إلى هاواي بالباخرة .,أبي أسافر من شنغهاي لهواي بالباخرة.,أبي أسافر من شنغهاي لي هاواي بالباخرة.,H,M,أبي أسافر من شنغهاي لي هاواي بالباخرة,أريد السفر من شنغهاي إلى هاواي بالباخرة ,أبي أسافر من شنغهاي لي هاواي بالباخرة,أريد السفر من شنغهاي إلى هاواي بالباخرة ,ابي اسافر من شنغهاي لي هاواي بالباخره,اريد السفر من شنغهاي الا هاواي بالباخره 
6719,11268,corpus-6-train,MSA,متى يمكنكم إعادة إصدارها ؟,متى تقدرون تعيدون إصدارها؟,متى تقدرون تعيدون إصدارها؟,H,M,متى تقدرون تعيدون إصدارها,متى يمكنكم إعادة إصدارها ,متى تقدرون تعيدون إصدارها,متى يمكنكم إعادة إصدارها ,متا تقدرون تعيدون اصدارها,متا يمكنكم اعاده اصدارها 
6720,11269,corpus-6-train,MSA,دعني أفكر فيها . سوف أتحقق في بعض المتاجر الأخرى .,خلني أفكر فيها. بروح أشوف بعض المحلات الثانية.,خلني أفكر فيها. بروح أشوف المحلات الثانية.,H,M,خلني أفكر فيها بروح أشوف المحلات الثانية,دعني أفكر فيها  سوف أتحقق في بعض المتاجر الأخرى ,خلني أفكر فيها بروح أشوف المحلات الثانية,دعني أفكر فيها  سوف أتحقق في بعض المتاجر الأخرى ,خلني افكر فيها بروح اشوف المحلات الثانيه,دعني افكر فيها  سوف اتحقق في بعض المتاجر الاخرا 
